HISCO,EN_HISCO_TEXT,STATUS,RELATION,PRODUCT,HISCLASS,HISCLASS_5,SOCPO,HISCAM_U1
13200,"Secondary Education Teacher, Subject Unknown",41,,,,,3,86.41
13200,"Secondary Education Teacher, Subject Unknown",42,,,2,1,5,86.41
13200,"Secondary Education Teacher, Subject Unknown",,21,,,,42,86.41
13200,"Secondary Education Teacher, Subject Unknown",,,,2,1,42,86.41
13215,Languages and Literature Teacher (Second Level),42,,,2,1,5,85.23
13215,Languages and Literature Teacher (Second Level),,,,2,1,42,85.23
13220,Mathematics Teacher (Second Level),,,,2,1,42,85.23
13230,Natural Science Teacher (Second Level),,,,2,1,42,85.23
13240,Social Studies Teacher (Second Level),,,,,,,
13250,Fine Arts Teacher (Second Level),31,,,1,1,42,80.88
13250,Fine Arts Teacher (Second Level),,,,2,1,42,80.88
13260,Commercial and Secretarial Teacher (Second Level),,,,2,1,42,85.23
13270,Agricultural Science Teacher (Second Level),33,,,4,2,42,85.23
13270,Agricultural Science Teacher (Second Level),,22,,,,42,85.23
13270,Agricultural Science Teacher (Second Level),,,,2,1,42,85.23
13275,Domestic Science and General Nursing Teacher,31,,,1,1,5,86.41
13275,Domestic Science and General Nursing Teacher,,,,2,1,42,86.41
13280,Technical Education Teacher (Second Level),33,,,4,2,42,85.23
13280,Technical Education Teacher (Second Level),,,,2,1,42,85.23
13290,Other Secondary Education Teachers,31,,,1,1,42,85.23
13290,Other Secondary Education Teachers,,,,2,1,42,85.23
13300,Primary Education Teachers,,,,,,,
13320,FirstLevel Education Teacher,31,21,,,,42,67.88
13320,FirstLevel Education Teacher,31,,,3,2,42,67.88
13320,FirstLevel Education Teacher,33,,,5,2,42,67.88
13320,FirstLevel Education Teacher,41,,,,,3,67.88
13320,FirstLevel Education Teacher,42,,,2,1,42,67.88
13320,FirstLevel Education Teacher,,21,,,,42,67.88
13320,FirstLevel Education Teacher,,,,4,2,42,67.88
13390,Other Primary Education Teachers,31,,,3,2,42,70.16
13390,Other Primary Education Teachers,33,,,5,2,42,70.16
13390,Other Primary Education Teachers,,,,4,2,42,70.16
13400,PrePrimary Education Teachers,,,,,,,
13420,Kindergarten Teacher,,,,4,2,42,80.65
13490,Other PrePrimary Education Teachers,11,,,5,2,42,80.65
13490,Other PrePrimary Education Teachers,31,,,4,2,42,80.65
13490,Other PrePrimary Education Teachers,33,,,5,2,2,80.65
13490,Other PrePrimary Education Teachers,,,,5,2,42,80.65
13500,Special Education Teachers,,,,,,,
13520,Teacher of the Blind,33,,,5,2,2,70.16
13520,Teacher of the Blind,,,,4,2,42,70.16
13530,Teacher of the Deaf,,,,4,2,42,70.16
13540,Teacher of the Mentally Handicapped,,,,,,,
13590,Other Special Education Teachers,,,,4,2,42,80.65
13900,Teachers Not Elsewhere Classified,,,,,,,
13920,Education Methods Adviser,,,,,,,
13930,AudioVisual and Other Teaching Aid Specialist,,,,,,,
13940,Head Teacher,11,,,1,1,5,81.63
13940,Head Teacher,31,21,,,,5,81.63
13940,Head Teacher,31,,,1,1,5,81.63
13940,Head Teacher,33,,,3,2,42,81.63
13940,Head Teacher,,21,,,,5,81.63
13940,Head Teacher,,,,1,1,5,81.63
13950,School Inspector,31,,,1,1,42,81.63
13950,School Inspector,,21,,,,42,81.63
13950,School Inspector,,,,2,1,42,81.63
13960,Governess,31,,,1,1,42,73.2
13960,Governess,,,,2,1,42,73.2
13990,Other Teachers,23,,,4,2,3,74.54
13990,Other Teachers,31,,,1,1,42,74.54
13990,Other Teachers,32,,,2,1,2,74.54
13990,Other Teachers,33,,,4,2,42,74.54
13990,Other Teachers,,22,,,,42,74.54
13990,Other Teachers,,,,2,1,42,74.54
14100,Ministers of Religion and Related Members of Religious Orders,41,,,,,42,95.41
14100,Ministers of Religion and Related Members of Religious Orders,42,,,2,1,5,95.41
14100,Ministers of Religion and Related Members of Religious Orders,,,,2,1,5,95.41
14120,Minister of Religion,22,,,2,1,42,97.7
14120,Minister of Religion,31,,,1,1,5,97.7
14120,Minister of Religion,33,,,4,2,42,97.7
14120,Minister of Religion,41,22,,,,42,97.7
14120,Minister of Religion,42,,,2,1,5,97.7
14120,Minister of Religion,,22,,,,5,97.7
14120,Minister of Religion,,,,2,1,5,97.7
14130,Missionary,23,,,5,2,42,67.76
14130,Missionary,,,,4,2,5,67.76
14140,Religious Worker (Member of Religious Order),23,,,5,2,42,97.7
14140,Religious Worker (Member of Religious Order),31,,,3,2,42,97.7
14140,Religious Worker (Member of Religious Order),33,,,5,2,2,97.7
14140,Religious Worker (Member of Religious Order),41,,,,,3,97.7
14140,Religious Worker (Member of Religious Order),,21,,,,42,97.7
14140,Religious Worker (Member of Religious Order),,,,4,2,42,97.7
14190,Other Ministers of Religion and Related Members of Religious Orders,31,,,1,1,5,97.7
14190,Other Ministers of Religion and Related Members of Religious Orders,,21,,,,5,97.7
14190,Other Ministers of Religion and Related Members of Religious Orders,,,,2,1,5,97.7
14900,Workers in Religion Not Elsewhere Classified,,,,,,,
14920,Faith Healer,,,,,,,
14990,Other Workers in Religion,31,,,1,1,5,66.3
14990,Other Workers in Religion,33,,,4,2,2,66.3
14990,Other Workers in Religion,,,,2,1,5,66.3
15100,Authors and Critics,,,,,,,
15120,Author,,22,,,,5,79.8
15120,Author,,,,2,1,5,79.8
15130,Critic,,,,2,1,42,83.43
15900,"Author, Journalist or Related Writer, Specialisation Unknown",33,,,4,2,2,83.43
15900,"Author, Journalist or Related Writer, Specialisation Unknown",,,,2,1,5,83.43
15915,Journalist,,,,2,1,42,86.98
15920,"Editor, Newspapers and Periodicals",11,,,2,1,5,82.12
15920,"Editor, Newspapers and Periodicals",31,,,1,1,5,82.12
15920,"Editor, Newspapers and Periodicals",,,,2,1,42,82.12
15925,"SubEditor, Newspapers and Periodicals",33,,,5,2,42,83.43
15925,"SubEditor, Newspapers and Periodicals",,,,4,2,42,83.43
15930,Reporter,,,,,,,
15935,Radio and Television Journalist,,,,,,,
15940,Continuity and Script Editor,,,,,,,
15945,Book Editor,,,,,,,
15950,Advertising Copywriter,,,,2,1,42,81.62
15955,Public Relations Officer,,,,2,1,42,83.43
15960,Publicity Writer,,,,2,1,42,80.5
15965,Technical Writer,,,,,,,
15990,"Other Authors, Journalists and Related Writers",,,,2,1,42,81.62
16000,"Sculptor, Painter, Photographer or Related Creative Artist, Specialisation Unknown",,,,4,2,42,70.41
16100,"Sculptors, Painters and Related Artists",,,,4,2,42,78.33
16120,Sculptor,23,,,5,2,3,67.33
16120,Sculptor,31,,,3,2,42,67.33
16120,Sculptor,32,,,4,2,3,67.33
16120,Sculptor,33,,,5,2,3,67.33
16120,Sculptor,,,,4,2,42,67.33
16130,"Painter, Artist",21,,,6,2,42,84.2
16130,"Painter, Artist",23,,,5,2,3,84.2
16130,"Painter, Artist",31,,,3,2,42,84.2
16130,"Painter, Artist",33,,,5,2,3,84.2
16130,"Painter, Artist",,,,4,2,42,84.2
16140,Cartoonist,,,,,,,
16150,Engraver and Etcher (Artistic),,,,4,2,3,69.43
16160,Painting Restorer,31,,,3,2,42,77.88
16160,Painting Restorer,,,,4,2,42,77.88
16190,"Other Sculptors, Painters and Related Artists",23,,,5,2,2,74.04
16190,"Other Sculptors, Painters and Related Artists",32,,41,4,2,2,74.04
16190,"Other Sculptors, Painters and Related Artists",,,,4,2,3,74.04
16200,"Commercial Artist or Designer, Specialisation Unknown",,,,4,2,42,71.94
16220,Commercial Artist,31,,,3,2,42,74.04
16220,Commercial Artist,33,,,5,2,42,74.04
16220,Commercial Artist,,,,4,2,42,74.04
16230,Interior Decoration Designer,23,,,4,2,3,71.94
16230,Interior Decoration Designer,31,,,1,1,42,71.94
16230,Interior Decoration Designer,,,,2,1,42,71.94
16240,Industrial and Commercial Products Designer,,,,4,2,42,74.04
16250,Display Artist,33,,,5,2,42,75.44
16250,Display Artist,,,,4,2,42,75.44
16290,Other Commercial Artists and Designers,,,,4,2,42,71.94
16300,Photographers and Cameramen,,,,,,,
16310,"Photographer, General",23,,,5,2,3,71.94
16310,"Photographer, General",31,,,3,2,42,71.94
16310,"Photographer, General",33,,,5,2,42,71.94
16310,"Photographer, General",,,,4,2,42,71.94
16320,Portrait Photographer,,,,,,,
16330,"Photographer, Commercial Illustrator",,,,,,,
16340,News Photographer,,,,4,2,42,71.94
16350,Director of Photography (Motion Picture),,,,,,,
16360,Motion Picture Camera Operator,,,,,,,
16370,Television Camera Operator,,,,,,,
16390,Other Photographers and Cameramen,,,,4,2,42,71.94
17000,"Composer or Performing Artist, Specialisation Unknown",,,,4,2,42,64.37
17100,"Composers, Musicians and Singers",41,,,,,3,78.48
17100,"Composers, Musicians and Singers",,,,2,1,42,78.48
17120,Composer,31,,,1,1,42,78.48
17120,Composer,,,,2,1,42,78.48
17130,Orchestrator,,,,2,1,5,63.79
17135,Orchestra and Band Conductor,31,21,,,,42,64.37
17135,Orchestra and Band Conductor,31,,,3,2,42,64.37
17135,Orchestra and Band Conductor,33,,,3,2,3,64.37
17135,Orchestra and Band Conductor,,,,3,2,42,64.37
17140,Instrumentalist,23,,,5,2,3,63.79
17140,Instrumentalist,31,21,,,,42,63.79
17140,Instrumentalist,31,,,3,2,42,63.79
17140,Instrumentalist,32,,,4,2,2,63.79
17140,Instrumentalist,33,,,5,2,3,63.79
17140,Instrumentalist,41,,,,,3,63.79
17140,Instrumentalist,,21,,,,42,63.79
17140,Instrumentalist,,,,4,2,42,63.79
17145,Singer,31,,,3,2,42,68.98
17145,Singer,33,,,5,2,3,68.98
17145,Singer,,,,4,2,42,68.98
17150,Vocal Group Conductor,,,,4,2,42,64.37
17190,"Other Composers, Musicians and Singers",,,,2,1,3,63.79
17200,Choreographers and Dancers,,,,,,,
17220,Choreographer,,,,,,,
17230,Dancer,31,,,3,2,42,64.37
17230,Dancer,33,,,5,2,2,64.37
17230,Dancer,,,,4,2,42,64.37
17300,Actors and Stage Directors,,,,,,,
17320,Actor,,,,4,2,42,63.79
17330,Stage Director,,,,1,1,42,63.79
17340,"Motion Picture, Radio and Television Director",,,,,,,
17350,StoryTeller,,,,4,2,42,63.79
17390,Other Actors and Stage Directors,33,,,5,2,2,63.79
17390,Other Actors and Stage Directors,,,,4,2,42,63.79
17400,"Producers, Performing Arts",,,,,,,
17420,Theatrical Producer,31,,,3,2,42,64.37
17420,Theatrical Producer,,,,,,,
17430,Motion Picture Producer,,21,,,,42,63.79
17430,Motion Picture Producer,,,,,,42,63.79
17440,Radio and Television Producer,,,,,,,
17490,"Other Producers, Performing Arts",,,,,,,
17500,Circus Performers,,,,,,,
17520,Clown,,,,4,2,3,63.79
17530,Magician,,,,4,2,3,63.79
17540,Acrobat,,,,7,3,3,63.79
17550,Aerialist,,,,,,,
17590,Other Circus Performers,,,,7,3,2,63.79
17900,Performing Artists Not Elsewhere Classified,,,,,,,
17920,Radio and Television Announcer,,,,5,2,42,50.63
17930,Comp̬re,,,,,,,
17940,Town Cryer,,,,5,2,2,64.37
17990,Other Performing Artists,31,,,3,2,42,61.84
17990,Other Performing Artists,33,,,5,2,2,61.84
17990,Other Performing Artists,,,,4,2,3,61.84
18000,"Athletes, Sportsmen and Related Workers",,,,,,,
18020,Professional Sportsman,,,,9,3,3,64.37
18030,Sports Coach,,,,4,2,3,64.37
18040,Sports Official,,,,,,,
18050,Physical Trainer,31,,,3,2,42,63.18
18050,Physical Trainer,33,,,5,2,2,63.18
18050,Physical Trainer,,,,4,2,3,63.18
18090,"Other Athletes, Sportsmen and Related Workers",31,,,4,2,42,64.37
18090,"Other Athletes, Sportsmen and Related Workers",,,,5,2,3,64.37
19000,"Professional, Technical and Related Workers Not Elsewhere Classified",,,,,,,
19100,"Librarians, Archivists and Curators",,,,,,,
19120,Librarian,11,,,4,2,42,87.02
19120,Librarian,33,,,5,2,2,87.02
19120,Librarian,,,,4,2,42,87.02
19130,Archivist,31,,,3,2,42,87.02
19130,Archivist,33,,,5,2,42,87.02
19130,Archivist,,,,4,2,42,87.02
19140,Art Gallery and Museum Curator,,,,2,1,42,87.02
19190,"Other Librarians, Archivists and Curators",11,,,4,2,42,87.02
19190,"Other Librarians, Archivists and Curators",,,,4,2,3,87.02
19200,"Sociologists, Anthropologists and Related Scientists",,,,,,,
19220,Sociologist,,,,,,,
19230,Psychologist,33,,,4,2,42,99
19230,Psychologist,,,,2,1,5,99
19240,Anthropologist,,,,,,,
19250,Geographer,,,,2,1,5,87.02
19260,Historian,,,,2,1,42,99
19270,Political Scientist,,,,,,,
19290,"Other Sociologists, Anthropologists and Related Scientists",42,,,2,1,5,87.02
19290,"Other Sociologists, Anthropologists and Related Scientists",,,,2,1,5,87.02
19300,Social Workers,,,,,,,
19310,"Social Worker, General",31,,,3,2,42,99
19310,"Social Worker, General",32,,,4,2,2,99
19310,"Social Worker, General",,,,4,2,4,99
19320,Social Welfare Worker,33,,,5,2,2,87.02
19320,Social Welfare Worker,,,,,,,
19330,Culture Centre Worker,,,,4,2,42,99
19340,"Social Worker, Delinquency",33,,,5,2,2,99
19340,"Social Worker, Delinquency",,,,4,2,42,99
19350,Psychiatric Social Worker,,,,4,2,42,69.15
19390,Other Social Workers,,,,4,2,42,87.02
19400,Personnel and Occupational Specialists,,,,,,,
19420,Personnel Specialist,,,,4,2,42,87.02
19430,Vocational Guidance Counsellor,,,,2,1,42,87.02
19440,Occupational Analyst,,,,2,1,5,87.02
19490,Other Personnel and Occupational Specialists,,,,4,2,42,87.02
19500,"Philologists, Translators and Interpreters",,,,,,,
19520,Philologist,41,22,,,,42,87.02
19520,Philologist,,,,2,1,5,87.02
19530,Translator,,,,4,2,42,87.02
19540,Interpreter,,,,2,1,42,87.02
19900,"Other Professional, Technical and Related Workers",,,,,,,
19920,Patent Agent,,,,,,,
19930,Home Economist,,,,4,2,42,74.54
19940,Advertising Account Executive,,,,3,2,42,74.54
19950,Underwriter,,,,,,,
19960,Astrologer and Fortune Teller,,,,5,2,1,87.02
19990,"Other Professional, Technical and Related Workers Not Elsewhere Classified",,,,4,2,42,87.02
20000,Legislative Officials and Government Administrators,,,,,,,
20100,Legislative Officials,,,,,,,
20110,Legislative Official,11,,,1,1,5,93.36
20110,Legislative Official,31,,,1,1,5,93.36
20110,Legislative Official,33,,,3,2,5,93.36
20110,Legislative Official,51,,,1,1,5,93.36
20110,Legislative Official,52,,,1,1,5,93.36
20110,Legislative Official,,21,,,,5,93.36
20110,Legislative Official,,,,1,1,5,93.36
20200,Government Administrators,,,,,,,
20210,Government Administrator,11,,,1,1,5,87.77
20210,Government Administrator,31,21,,,,5,87.77
20210,Government Administrator,31,,,1,1,5,87.77
20210,Government Administrator,33,21,,,,5,87.77
20210,Government Administrator,33,,,3,2,5,87.77
20210,Government Administrator,41,22,,,,42,87.77
20210,Government Administrator,52,,,1,1,5,87.77
20210,Government Administrator,,21,,,,5,87.77
20210,Government Administrator,,,,1,1,5,87.77
21000,"Manager, Specialisation Unknown",31,,,3,2,5,77.79
21000,"Manager, Specialisation Unknown",,,,3,2,5,77.79
21100,General Managers,,,,,,,
21110,General Manager,11,41,,,,5,84.88
21110,General Manager,11,,,1,1,5,84.88
21110,General Manager,12,,,1,1,42,84.88
21110,General Manager,22,,26,1,1,3,84.88
21110,General Manager,23,,,3,2,3,84.88
21110,General Manager,31,21,,,,5,84.88
21110,General Manager,31,,,1,1,5,84.88
21110,General Manager,32,,26,1,1,42,84.88
21110,General Manager,33,13,,,,5,84.88
21110,General Manager,33,,,3,2,5,84.88
21110,General Manager,,,,1,1,5,84.88
21200,Production Managers,22,,,3,2,42,84.88
21200,Production Managers,31,,,3,2,5,84.88
21200,Production Managers,33,,37,3,2,42,84.88
21200,Production Managers,,,,3,2,5,84.88
21220,Production Manager (except Farm),31,21,,,,5,74.73
21220,Production Manager (except Farm),31,,,3,2,5,74.73
21220,Production Manager (except Farm),33,,26,3,2,42,74.73
21220,Production Manager (except Farm),,,,3,2,5,74.73
21230,Farm Manager,31,,,3,2,5,87.02
21230,Farm Manager,,,,3,2,5,87.02
21240,Contractor,11,,,3,2,5,71.01
21240,Contractor,31,,,3,2,5,71.01
21240,Contractor,32,,,3,2,3,71.01
21240,Contractor,33,,,3,2,42,71.01
21240,Contractor,,,,3,2,5,71.01
21300,"Sales Manager, Specialisation Unknown",11,,,3,2,5,70.61
21300,"Sales Manager, Specialisation Unknown",31,,,3,2,5,70.61
21300,"Sales Manager, Specialisation Unknown",,,,3,2,5,70.61
21320,Sales Manager (except Wholesale and Retail Trade),31,,31,1,1,5,72.44
21320,Sales Manager (except Wholesale and Retail Trade),,,,1,1,5,72.44
21330,Sales Manager (Wholesale Trade),31,,,3,2,5,70.61
21330,Sales Manager (Wholesale Trade),33,,1,3,2,42,70.61
21330,Sales Manager (Wholesale Trade),,,,3,2,5,70.61
21340,Sales Manager (Retail Trade),31,,,3,2,5,72.66
21340,Sales Manager (Retail Trade),33,,,3,2,42,72.66
21340,Sales Manager (Retail Trade),,,,3,2,5,72.66
21400,Managers (Catering and Lodging Services),,,,,,,
21420,Hotel and Restaurant Manager,31,,,1,1,5,87.02
21420,Hotel and Restaurant Manager,,,,1,1,5,87.02
21430,Restaurant Manager,,,,3,2,42,77.79
21440,Ship's Purser,,,,,,,
21490,Other Managers (Catering and Lodging Services),31,,,3,2,5,83.33
21490,Other Managers (Catering and Lodging Services),,,,3,2,42,83.33
21900,Managers Not Elsewhere Classified,,,,,,,
21920,Research and Development Manager,,,,,,,
21940,Administration Manager,31,,,1,1,5,88.52
21940,Administration Manager,33,,,3,2,42,88.52
21940,Administration Manager,,,,1,1,5,88.52
21950,Budgeting and Accounting Manager,33,,,3,2,42,80.54
21950,Budgeting and Accounting Manager,,,,1,1,5,80.54
21960,Transport Operations Managers,11,,,1,1,5,84.88
21960,Transport Operations Managers,31,,,1,1,5,84.88
21960,Transport Operations Managers,33,,,3,2,42,84.88
21960,Transport Operations Managers,,,,1,1,5,84.88
21970,Operations Manager (Postal or Telecommunications Services),11,,,1,1,5,80.54
21970,Operations Manager (Postal or Telecommunications Services),31,,,1,1,5,80.54
21970,Operations Manager (Postal or Telecommunications Services),33,,,3,2,42,80.54
21970,Operations Manager (Postal or Telecommunications Services),,,,1,1,5,80.54
21980,Industrial Relations and Personnel Manager,,,,1,1,5,80.54
21990,Other Managers,11,,,1,1,5,89.86
21990,Other Managers,31,21,,,,5,89.86
21990,Other Managers,31,,,1,1,5,89.86
21990,Other Managers,33,,,3,2,42,89.86
21990,Other Managers,,21,,,,5,89.86
21990,Other Managers,,,,1,1,5,89.86
22000,"Supervisor, Foreman or Inspector, Specialisation Unknown",31,21,,,,42,68.72
22000,"Supervisor, Foreman or Inspector, Specialisation Unknown",31,,,3,2,42,68.72
22000,"Supervisor, Foreman or Inspector, Specialisation Unknown",33,,,3,2,3,68.72
22000,"Supervisor, Foreman or Inspector, Specialisation Unknown",,21,,,,3,68.72
22000,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,,3,2,3,68.72
22100,Clerical supervisors,,,,3,2,42,57.95
22110,"Clerical Supervisor, General",11,,,3,2,42,79.5
22110,"Clerical Supervisor, General",31,,,3,2,5,79.5
22110,"Clerical Supervisor, General",33,,,3,2,42,79.5
22110,"Clerical Supervisor, General",,,,3,2,42,79.5
22190,Other Clerical Supervisors,31,,,3,2,5,88.55
22190,Other Clerical Supervisors,33,,,3,2,42,88.55
22190,Other Clerical Supervisors,,,,3,2,42,88.55
22200,Transport and Communications Supervisors ,33,,,3,2,3,57.95
22200,Transport and Communications Supervisors ,,21,,,,3,57.95
22200,Transport and Communications Supervisors ,,,,3,2,3,57.95
22210,Railway Station Master,31,,,3,2,5,82.68
22210,Railway Station Master,33,,,3,2,42,82.68
22210,Railway Station Master,,21,,,,42,82.68
22210,Railway Station Master,,,,3,2,42,82.68
22220,Postmaster,31,21,,,,5,96.11
22220,Postmaster,31,,,3,2,5,96.11
22220,Postmaster,33,,,3,2,42,96.11
22220,Postmaster,,,,3,2,42,96.11
22230,Railway Service Supervisor,31,,,3,2,42,73.33
22230,Railway Service Supervisor,33,,,3,2,3,73.33
22230,Railway Service Supervisor,,22,,,,3,73.33
22230,Railway Service Supervisor,,,,3,2,3,73.33
22235,Train Dispatcher,31,,,3,2,42,76.86
22235,Train Dispatcher,,,,5,2,3,76.86
22240,Railway Transport Service Inspector,23,22,,,,2,72.48
22240,Railway Transport Service Inspector,31,,,3,2,42,72.48
22240,Railway Transport Service Inspector,33,,,5,2,3,72.48
22240,Railway Transport Service Inspector,,,,4,2,3,72.48
22245,Railway Goods Agent,31,21,,,,42,72.48
22245,Railway Goods Agent,31,,,3,2,42,72.48
22245,Railway Goods Agent,33,,,5,2,3,72.48
22245,Railway Goods Agent,,,,4,2,3,72.48
22250,Road Transport Service Supervisor,31,,,3,2,42,76.86
22250,Road Transport Service Supervisor,,,,3,2,3,76.86
22255,Road Passenger Transport Service Inspector,31,,,3,2,42,88.55
22255,Road Passenger Transport Service Inspector,,,,3,2,3,88.55
22260,Air Transport Service Supervisor,,,,,,,
22265,Air Traffic Controller,,,,,,,
22270,Flight Operations Officer,,,,,,,
22275,Telecommunications Service Supervisor,31,,,3,2,5,76.86
22275,Telecommunications Service Supervisor,,,,3,2,42,76.86
22280,Postal Services Supervisor,31,,,3,2,5,76.86
22280,Postal Services Supervisor,33,,,3,2,42,76.86
22280,Postal Services Supervisor,,,,3,2,42,76.86
22290,Other Transport and Communications Supervisors,31,,,3,2,42,72.48
22290,Other Transport and Communications Supervisors,33,,,3,2,3,72.48
22290,Other Transport and Communications Supervisors,,21,,,,3,72.48
22290,Other Transport and Communications Supervisors,,,,3,2,3,72.48
22300,Sales Supervisors,33,,11,3,2,3,57.95
22300,Sales Supervisors,,,,3,2,3,57.95
22320,Sales Supervisor (Wholesale Trade),31,,,3,2,42,85.63
22320,Sales Supervisor (Wholesale Trade),,,,3,2,3,85.63
22330,Sales Supervisor (Retail Trade),31,,,3,2,42,85.63
22330,Sales Supervisor (Retail Trade),33,,,3,2,3,85.63
22330,Sales Supervisor (Retail Trade),,,,3,2,3,85.63
22390,Other Sales Supervisors,31,,,3,2,42,85.63
22390,Other Sales Supervisors,,,,3,2,3,85.63
22400,Housekeeping and Related Service Supervisors,,,,3,2,3,69.7
22420,Housekeeper (except Private Service),31,,,6,2,42,51.38
