,inputs,hisco_1,prob_1,desc_1,hisco_2,prob_2,desc_2,hisco_3,prob_3,desc_3,hisco_4,prob_4,desc_4,hisco_5,prob_5,desc_5
210,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
211,ge/de[SEP]mineur,58340.0,0.97763056,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
212,ge/de[SEP]backer,77610.0,0.9905957,"Baker, General",,,No pred,,,No pred,,,No pred,,,No pred
213,ge/de[SEP]gutlerswitwe,61115.0,0.91470593,Small Subsistence Farmer (Husbandman),,,No pred,,,No pred,,,No pred,,,No pred
214,ge/de[SEP]maler,93120.0,0.99980205,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
215,ge/de[SEP]aufkaufer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
216,ge/de[SEP]architekten,2120.0,0.9981823,Building Architect,,,No pred,,,No pred,,,No pred,,,No pred
217,ge/de[SEP]mechaniker,84900.0,0.44130263,"Machinery Fitter (except Electrical), Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
218,ge/de[SEP]journalisten,15915.0,0.9975109,Journalist,,,No pred,,,No pred,,,No pred,,,No pred
219,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
220,ge/de[SEP]kfm. angestellten,53100.0,0.64511466,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
221,ge/de[SEP]kraftwagenfuhrersfrau,98500.0,0.9364143,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
222,ge/de[SEP]angestellten,-1.0,0.752718,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
223,ge/de[SEP]kramer,41030.0,0.9987507,Working Proprietor (Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
224,ge/de[SEP]kaufmannsgattin,41025.0,0.9971571,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
225,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
226,ge/de[SEP]lagerhaltersfrau,39140.0,0.6745651,Storeroom Clerk,,,No pred,,,No pred,,,No pred,,,No pred
227,ge/de[SEP]kanzleisekretar,39310.0,0.9162158,"Office Clerk, General",,,No pred,,,No pred,,,No pred,,,No pred
228,ge/de[SEP]arztfrau,6105.0,0.7444368,General Physician,31020.0,0.22429903,Tax Collector,,,No pred,,,No pred,,,No pred
229,ge/de[SEP]hausierer,-1.0,0.8792452,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
230,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
231,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
232,ge/de[SEP]kleinspediteur,39120.0,0.6996672,Dispatching and Receiving Clerk,,,No pred,,,No pred,,,No pred,,,No pred
233,ge/de[SEP]automechaniker,84320.0,0.99639785,Automobile Mechanic,,,No pred,,,No pred,,,No pred,,,No pred
234,ge/de[SEP]dienstmagd,54020.0,0.9989679,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
235,ge/de[SEP]dachdecker,95300.0,0.9927101,"Roofer, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
236,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
237,ge/de[SEP]maler und bergfuhrer,93120.0,0.98523766,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
238,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
239,ge/de[SEP]hotelbesitzerswitwe,51020.0,0.8925258,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
240,ge/de[SEP]reisenden,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
241,ge/de[SEP]hausmeister,54020.0,0.40282607,House Servant,22420.0,0.22814116,Housekeeper (except Private Service),,,No pred,,,No pred,,,No pred
242,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
243,ge/de[SEP]vertreter,43200.0,0.99490756,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
244,ge/de[SEP]werkzeugmacher,83220.0,0.9920311,Tool and Die Maker,,,No pred,,,No pred,,,No pred,,,No pred
245,ge/de[SEP]invaliden,-1.0,0.8707088,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
246,ge/de[SEP]arbeitersfrau,99900.0,0.9566155,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
247,ge/de[SEP]malermeister,93120.0,0.99687696,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
248,ge/de[SEP]schreinermeister,81120.0,0.99954236,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
249,ge/de[SEP]buchhandlerin,33110.0,0.9368628,"Bookkeeper, General",,,No pred,,,No pred,,,No pred,,,No pred
250,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
251,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
252,ge/de[SEP]korbmacher und hausierer,94220.0,0.97116405,Basket Maker,,,No pred,,,No pred,,,No pred,,,No pred
253,ge/de[SEP]kfm. angestellten,53100.0,0.64511466,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
254,ge/de[SEP]glasermeister,95720.0,0.9966234,Building Glazier,,,No pred,,,No pred,,,No pred,,,No pred
255,ge/de[SEP]schafflermeister,36000.0,0.91167855,"Transport Conductor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
256,ge/de[SEP]mitfahrer,-1.0,0.50025916,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
257,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
258,ge/de[SEP]gansehirten,62610.0,0.977007,"Poultry Farm Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
259,ge/de[SEP]maurer,95120.0,0.9987556,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
260,ge/de[SEP]bergwerksschmied,83190.0,0.7068904,"Other Blacksmiths, Hammersmiths and ForgingPress Operators",,,No pred,,,No pred,,,No pred,,,No pred
261,ge/de[SEP]maurersfrau,95120.0,0.9864629,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
262,ge/de[SEP]staatswaldarbeiter und gutler,61115.0,0.8118789,Small Subsistence Farmer (Husbandman),63230.0,0.5735534,Forestry Worker,,,No pred,,,No pred,,,No pred
263,ge/de[SEP]folierer,82020.0,0.31677303,Stone Cutter and Finisher,,,No pred,,,No pred,,,No pred,,,No pred
264,ge/de[SEP]schreiner,81120.0,0.9996723,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
265,ge/de[SEP]schmied und schlosser,83110.0,0.99494594,"Blacksmith, General",87105.0,0.39129174,"Plumber, General",84105.0,0.27855077,"Machinery Fitter, General",,,No pred,,,No pred
266,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
267,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
268,ge/de[SEP]hilfsarbeiterin,99910.0,0.98539156,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
269,ge/de[SEP]musiker,17140.0,0.9990576,Instrumentalist,,,No pred,,,No pred,,,No pred,,,No pred
270,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
271,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
272,ge/de[SEP]malersfrau,93120.0,0.99977225,Building Painter,,,No pred,,,No pred,,,No pred,,,No pred
273,ge/de[SEP]schafer,62430.0,0.99751806,Sheep Farm Worker,,,No pred,,,No pred,,,No pred,,,No pred
274,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
275,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
276,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
277,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
278,ge/de[SEP]fahrradhandler,41025.0,0.9800766,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
279,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
280,ge/de[SEP]kaufmannsfrau,41025.0,0.9970631,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
281,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
282,ge/de[SEP]gartnermeistersehefrau,62700.0,0.61971825,Nursery Workers and Gardeners,61270.0,0.39068455,Horticultural Farmer,,,No pred,,,No pred,,,No pred
283,ge/de[SEP]kochin,53100.0,0.99824226,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
284,ge/de[SEP]wicklerin,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
285,ge/de[SEP]invalidensehefrau,-1.0,0.9985267,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
286,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
287,ge/de[SEP]holzhandler,41025.0,0.98875123,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
288,ge/de[SEP]instrumentenmacher,84230.0,0.97551185,Precision Instrument Maker,,,No pred,,,No pred,,,No pred,,,No pred
289,ge/de[SEP]weber,75400.0,0.99955636,"Weaver, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
290,ge/de[SEP]hausierer,-1.0,0.8792452,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
291,ge/de[SEP]krankenpfleger,7110.0,0.9914567,"Professional Nurse, General",,,No pred,,,No pred,,,No pred,,,No pred
292,ge/de[SEP]kath. geistlichen,-1.0,0.3554866,"Missing, no title",14120.0,0.24617003,Minister of Religion,,,No pred,,,No pred,,,No pred
293,ge/de[SEP]goldschmied,88050.0,0.99868983,Goldsmith and Silversmith,,,No pred,,,No pred,,,No pred,,,No pred
294,ge/de[SEP]karmeliterpater,58220.0,0.24053395,Policeman and other Maintainers of Law and Order (except Military),,,No pred,,,No pred,,,No pred,,,No pred
295,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
296,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
297,ge/de[SEP]metzger,77310.0,0.99615663,"Butcher, General",,,No pred,,,No pred,,,No pred,,,No pred
298,ge/de[SEP]kraftwagenfuhrer,98500.0,0.98163223,MotorVehicle Drivers,,,No pred,,,No pred,,,No pred,,,No pred
299,ge/de[SEP]bauhilfsarbeiter,99910.0,0.99975365,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
300,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
301,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
302,ge/de[SEP]inseratenwerber,44120.0,0.22363491,Insurance Salesman,,,No pred,,,No pred,,,No pred,,,No pred
303,ge/de[SEP]hausbesitzerin,-1.0,0.9851274,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
304,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
305,ge/de[SEP]hausierer,-1.0,0.8792452,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
306,ge/de[SEP]austragler,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
307,ge/de[SEP]kath. pfarrer,14120.0,0.99907696,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
308,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
309,ge/de[SEP]fuhrmann,98620.0,0.99450386,AnimalDrawn Vehicle Driver (Road),,,No pred,,,No pred,,,No pred,,,No pred
310,ge/de[SEP]zimmermann,95410.0,0.99491346,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
311,ge/de[SEP]modistin,79320.0,0.9663467,"Milliner, General",,,No pred,,,No pred,,,No pred,,,No pred
312,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
313,ge/de[SEP]stationsgehilfenswitwe,59940.0,0.9941028,Nursing Aid,,,No pred,,,No pred,,,No pred,,,No pred
314,ge/de[SEP]maurersfrau,95120.0,0.9864629,Bricklayer (Construction),,,No pred,,,No pred,,,No pred,,,No pred
315,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
316,ge/de[SEP]schneidergehilfen,79100.0,0.99537224,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
317,ge/de[SEP]kastanienbrater,99999.0,0.5937902,Unspecified worktitle or several titles,37030.0,0.23273446,Postman,,,No pred,,,No pred,,,No pred
318,ge/de[SEP]schriftstellersfrau,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
319,ge/de[SEP]bahnarbeiter,97415.0,0.95061266,Exacavator (Hand Tools),,,No pred,,,No pred,,,No pred,,,No pred
320,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
321,ge/de[SEP]buchdrucker,92110.0,0.988308,"Printer, General",,,No pred,,,No pred,,,No pred,,,No pred
322,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
323,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
324,ge/de[SEP]pressephotographen,16310.0,0.6093008,"Photographer, General",,,No pred,,,No pred,,,No pred,,,No pred
325,ge/de[SEP]haushalterin,22430.0,0.9622064,Housekeeper (Private Service),,,No pred,,,No pred,,,No pred,,,No pred
326,ge/de[SEP]spengler,87310.0,0.98539263,"SheetMetal Worker, General",,,No pred,,,No pred,,,No pred,,,No pred
327,ge/de[SEP]fuhrknecht,98620.0,0.9981363,AnimalDrawn Vehicle Driver (Road),,,No pred,,,No pred,,,No pred,,,No pred
328,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
329,ge/de[SEP]kochin,53100.0,0.99824226,"Cook, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
330,ge/de[SEP]polsterer,79620.0,0.9988667,Furniture Upholsterer,,,No pred,,,No pred,,,No pred,,,No pred
331,ge/de[SEP]zimmermann,95410.0,0.99491346,"Carpenter, General",,,No pred,,,No pred,,,No pred,,,No pred
332,ge/de[SEP]fabrikarbeiter,99930.0,0.99664176,Factory Worker,,,No pred,,,No pred,,,No pred,,,No pred
333,ge/de[SEP]angestellten,-1.0,0.752718,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
334,ge/de[SEP]optiker,7530.0,0.98706144,Dispensing Optician,,,No pred,,,No pred,,,No pred,,,No pred
335,ge/de[SEP]soldnerstochter,58340.0,0.46299744,Other Military Ranks,,,No pred,,,No pred,,,No pred,,,No pred
336,ge/de[SEP]ausgeher,22000.0,0.8707109,"Supervisor, Foreman or Inspector, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
337,ge/de[SEP]trauerwarenfabrikanten,21110.0,0.47856712,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
338,ge/de[SEP]schneider,79100.0,0.99778664,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
339,ge/de[SEP]bankangestellten,33940.0,0.98056674,Finance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
340,ge/de[SEP]schuhmacher,80110.0,0.99635553,"Shoemaker, General",,,No pred,,,No pred,,,No pred,,,No pred
341,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
342,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
343,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
344,ge/de[SEP]handler,41025.0,0.9920562,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
345,ge/de[SEP]studenten,-1.0,0.98179173,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
346,ge/de[SEP]schneidermeister,79100.0,0.99724436,"Tailor, Specialisation Unknown",,,No pred,,,No pred,,,No pred,,,No pred
347,ge/de[SEP]monteur,84900.0,0.47665492,"Machinery Fitter (except Electrical), Specialisation Unknown",84300.0,0.2888298,MotorVehicle Mechanics,84400.0,0.23790699,Aircraft Engine Mechanics,,,No pred,,,No pred
348,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
349,ge/de[SEP]drogisten,6710.0,0.99616396,Pharmacist,,,No pred,,,No pred,,,No pred,,,No pred
350,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
351,ge/de[SEP]landhelfer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
352,ge/de[SEP]kupferschnied,87330.0,0.93937105,Coppersmith,,,No pred,,,No pred,,,No pred,,,No pred
353,ge/de[SEP]schreinersfrau,81120.0,0.99776113,Cabinetmaker,,,No pred,,,No pred,,,No pred,,,No pred
354,ge/de[SEP]verkauferin,45125.0,0.9712613,"Salesperson, Wholesale or Retail Trade",,,No pred,,,No pred,,,No pred,,,No pred
355,ge/de[SEP]sagewerksbesitzer,21110.0,0.9980867,General Manager,,,No pred,,,No pred,,,No pred,,,No pred
356,ge/de[SEP]korbmachersfrau,94220.0,0.9961312,Basket Maker,,,No pred,,,No pred,,,No pred,,,No pred
357,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
358,ge/de[SEP]versicherungsbeamten,39350.0,0.9927921,Insurance Clerk,,,No pred,,,No pred,,,No pred,,,No pred
359,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
360,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
361,ge/de[SEP]kath. pfarrer,14120.0,0.99907696,Minister of Religion,,,No pred,,,No pred,,,No pred,,,No pred
362,ge/de[SEP]kaufmannswitwe,41025.0,0.9978809,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
363,ge/de[SEP]kaufmannsfrau,41025.0,0.9970631,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
364,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
365,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
366,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
367,ge/de[SEP]invalidensehefrau,-1.0,0.9985267,"Missing, no title",,,No pred,,,No pred,,,No pred,,,No pred
368,ge/de[SEP]schlosser,87105.0,0.6017106,"Plumber, General",87430.0,0.4104507,Structural Steel Worker (Workshop),84105.0,0.32587594,"Machinery Fitter, General",,,No pred,,,No pred
369,ge/de[SEP]metzger und schenkkellner,77310.0,0.99490947,"Butcher, General",53210.0,0.9499748,"Waiter, General",,,No pred,,,No pred,,,No pred
370,ge/de[SEP]unterhandler,99999.0,0.9991836,Unspecified worktitle or several titles,,,No pred,,,No pred,,,No pred,,,No pred
371,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
372,ge/de[SEP]kunstmaler,16130.0,0.9846469,"Painter, Artist",,,No pred,,,No pred,,,No pred,,,No pred
373,ge/de[SEP]handlungsgehilfen,41025.0,0.9969748,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
374,ge/de[SEP]steinhauer,71220.0,0.99788755,Stone Splitter,,,No pred,,,No pred,,,No pred,,,No pred
375,ge/de[SEP]lageristen,39140.0,0.9527191,Storeroom Clerk,,,No pred,,,No pred,,,No pred,,,No pred
376,ge/de[SEP]gipser,95510.0,0.9998573,"Plasterer, General",,,No pred,,,No pred,,,No pred,,,No pred
377,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
378,ge/de[SEP]generalvertreter,43200.0,0.859658,Commercial Travellers and Manufacturers Agents,,,No pred,,,No pred,,,No pred,,,No pred
379,ge/de[SEP]landhelfer,nan,,No pred,,,No pred,,,No pred,,,No pred,,,No pred
380,ge/de[SEP]kaufmann,41025.0,0.995297,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
381,ge/de[SEP]kath. klosterbruder,14140.0,0.88337827,Religious Worker (Member of Religious Order),14120.0,0.40324038,Minister of Religion,,,No pred,,,No pred,,,No pred
382,ge/de[SEP]landwirt,61110.0,0.9889416,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
383,ge/de[SEP]arbeiter,99900.0,0.9896986,"Worker, No Further Information",,,No pred,,,No pred,,,No pred,,,No pred
384,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
385,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
386,ge/de[SEP]mullerssohn,77120.0,0.99702865,Grain Miller,,,No pred,,,No pred,,,No pred,,,No pred
387,ge/de[SEP]dienstknecht,54020.0,0.9933982,House Servant,,,No pred,,,No pred,,,No pred,,,No pred
388,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
389,ge/de[SEP]taglohner,99920.0,0.9866523,DayLabourer,,,No pred,,,No pred,,,No pred,,,No pred
390,ge/de[SEP]gastwirt,51020.0,0.99553645,Working Proprietor (Hotel and Restaurant),,,No pred,,,No pred,,,No pred,,,No pred
391,ge/de[SEP]herdhandler,41025.0,0.9520306,Working Proprietor (Wholesale or Retail Trade),,,No pred,,,No pred,,,No pred,,,No pred
392,ge/de[SEP]bauern,61110.0,0.9936168,General Farmer,,,No pred,,,No pred,,,No pred,,,No pred
393,ge/de[SEP]kath. ordensbruder,14120.0,0.5584506,Minister of Religion,14140.0,0.48911387,Religious Worker (Member of Religious Order),,,No pred,,,No pred,,,No pred
394,ge/de[SEP]ssprachlehrerin,13215.0,0.8578833,Languages and Literature Teacher (Second Level),,,No pred,,,No pred,,,No pred,,,No pred
395,ge/de[SEP]hilfsarbeiter,99910.0,0.9799937,Labourer,,,No pred,,,No pred,,,No pred,,,No pred
